transport_mode,country,year,value,is_estimated,not_applicable
rail,FR,2015,0.117,False,False
rail,HR,2015,0.194,False,False
rail,HU,2015,0.295,False,False
rail,IE,2015,0.010,False,False
rail,IT,2015,0.134,False,False
rail,LT,2015,0.659,False,False
rail,LU,2015,0.071,False,False
rail,LV,2015,0.798,False,False
rail,MT,2015,,False,True
rail,NL,2015,0.061,False,False
rail,NO,2015,0.129,False,False
rail,PL,2015,0.255,False,False
rail,PT,2015,0.141,False,False
rail,RO,2015,0.316,False,False
rail,SE,2015,0.295,False,False
rail,SI,2015,0.350,False,False
rail,SK,2015,0.366,False,False
rail,UK,2015,0.109,False,False
rail_inland_waterways_sum_of_available,AT,2015,0.353,False,False
rail_inland_waterways_sum_of_available,BE,2015,0.264,True,False
rail_inland_waterways_sum_of_available,BG,2015,0.453,False,False
rail_inland_waterways_sum_of_available,CH,2015,0.375,False,False
rail_inland_waterways_sum_of_available,CY,2015,,False,True
rail_inland_waterways_sum_of_available,CZ,2015,0.264,False,False
rail_inland_waterways_sum_of_available,DE,2015,0.284,False,False
rail_inland_waterways_sum_of_available,DK,2015,0.120,False,False
rail_inland_waterways_sum_of_available,EE,2015,0.524,False,False
rail_inland_waterways_sum_of_available,EL,2015,0.016,False,False
rail_inland_waterways_sum_of_available,ES,2015,0.058,False,False
rail_inland_waterways_sum_of_available,EU27_2020,2015,0.258,True,False
rail_inland_waterways_sum_of_available,EU28,2015,0.247,True,False
rail_inland_waterways_sum_of_available,FI,2015,0.274,False,False
rail_inland_waterways_sum_of_available,FR,2015,0.145,False,False
rail_inland_waterways_sum_of_available,HR,2015,0.271,False,False
rail_inland_waterways_sum_of_available,HU,2015,0.349,False,False
rail_inland_waterways_sum_of_available,IE,2015,0.010,False,False
rail_inland_waterways_sum_of_available,IT,2015,0.135,False,False
rail_inland_waterways_sum_of_available,LT,2015,0.659,False,False
rail_inland_waterways_sum_of_available,LU,2015,0.151,False,False
rail_inland_waterways_sum_of_available,LV,2015,0.798,False,False
rail_inland_waterways_sum_of_available,MT,2015,,False,True
rail_inland_waterways_sum_of_available,NL,2015,0.516,False,False
rail_inland_waterways_sum_of_available,NO,2015,0.129,False,False
rail_inland_waterways_sum_of_available,PL,2015,0.256,False,False
rail_inland_waterways_sum_of_available,PT,2015,0.141,False,False
rail_inland_waterways_sum_of_available,RO,2015,0.620,False,False
rail_inland_waterways_sum_of_available,SE,2015,0.295,False,False
rail_inland_waterways_sum_of_available,SI,2015,0.350,False,False
rail_inland_waterways_sum_of_available,SK,2015,0.398,False,False
rail_inland_waterways_sum_of_available,UK,2015,0.110,False,False
road,AT,2015,0.647,False,False
road,BE,2015,0.736,True,False
road,BG,2015,0.547,False,False
road,CH,2015,0.625,False,False
road,CY,2015,1.000,False,False
road,CZ,2015,0.736,False,False
road,DE,2015,0.716,False,False
road,DK,2015,0.880,False,False
road,EE,2015,0.476,False,False
road,EL,2015,0.984,False,False
road,ES,2015,0.942,False,False
road,EU27_2020,2015,0.742,True,False
road,EU28,2015,0.753,True,False
road,FI,2015,0.726,False,False
road,FR,2015,0.855,False,False
road,HR,2015,0.729,False,False
road,HU,2015,0.651,False,False
road,IE,2015,0.990,False,False
road,IT,2015,0.865,False,False
road,LT,2015,0.341,False,False
road,LU,2015,0.849,False,False
road,LV,2015,0.202,False,False
road,MT,2015,1.000,False,False
road,NL,2015,0.484,False,False
road,NO,2015,0.871,False,False
road,PL,2015,0.744,False,False
road,PT,2015,0.859,False,False
road,RO,2015,0.380,False,False
road,SE,2015,0.705,False,False
road,SI,2015,0.650,False,False
road,SK,2015,0.602,False,False
road,UK,2015,0.890,False,False
inland_waterways,AT,2016,0.030,False,False
inland_waterways,BE,2016,0.147,True,False
inland_waterways,BG,2016,0.273,False,False
inland_waterways,CH,2016,0.001,False,False
inland_waterways,CY,2016,,False,True
inland_waterways,CZ,2016,0.001,False,False
inland_waterways,DE,2016,0.086,False,False
inland_waterways,DK,2016,,False,True
inland_waterways,EE,2016,,False,True
inland_waterways,EL,2016,,False,True
inland_waterways,ES,2016,,False,True
inland_waterways,EU27_2020,2016,0.067,True,False
inland_waterways,EU28,2016,0.062,True,False
inland_waterways,FI,2016,0.003,False,False
inland_waterways,FR,2016,0.028,False,False
inland_waterways,HR,2016,0.074,False,False
inland_waterways,HU,2016,0.054,False,False
inland_waterways,IE,2016,,False,True
inland_waterways,IT,2016,0.000,False,False
inland_waterways,LT,2016,0.000,False,False
inland_waterways,LU,2016,0.062,False,False
inland_waterways,LV,2016,,False,True
inland_waterways,MT,2016,,False,True
inland_waterways,NL,2016,0.443,False,False
inland_waterways,NO,2016,,False,True
inland_waterways,PL,2016,0.001,False,False
inland_waterways,PT,2016,,False,True
inland_waterways,RO,2016,0.294,False,False
inland_waterways,SE,2016,0.000,False,False
inland_waterways,SI,2016,,False,True
inland_waterways,SK,2016,0.037,False,False
inland_waterways,UK,2016,0.001,False,False
rail,AT,2016,0.322,False,False
rail,BE,2016,0.111,True,False
rail,BG,2016,0.171,False,False
rail,CH,2016,0.375,False,False
rail,CY,2016,,False,True
rail,CZ,2016,0.265,False,False
rail,DE,2016,0.209,False,False
rail,DK,2016,0.113,False,False
rail,EE,2016,0.429,False,False
rail,EL,2016,0.013,False,False
rail,ES,2016,0.053,False,False
rail,EU27_2020,2016,0.189,True,False
rail,EU28,2016,0.182,True,False
rail,FI,2016,0.268,False,False
rail,FR,2016,0.109,False,False
rail,HR,2016,0.192,False,False
rail,HU,2016,0.286,False,False
rail,IE,2016,0.009,False,False
rail,IT,2016,0.147,False,False
rail,LT,2016,0.650,False,False
rail,LU,2016,0.065,False,False
rail,LV,2016,0.766,False,False
rail,MT,2016,,False,True
rail,NL,2016,0.060,False,False
rail,NO,2016,0.130,False,False
rail,PL,2016,0.247,False,False
rail,PT,2016,0.145,False,False
rail,RO,2016,0.303,False,False
rail,SE,2016,0.295,False,False
rail,SI,2016,0.339,False,False
rail,SK,2016,0.346,False,False
rail,UK,2016,0.094,False,False
rail_inland_waterways_sum_of_available,AT,2016,0.351,False,False
rail_inland_waterways_sum_of_available,BE,2016,0.257,True,False
rail_inland_waterways_sum_of_available,BG,2016,0.444,False,False
rail_inland_waterways_sum_of_available,CH,2016,0.376,False,False
rail_inland_waterways_sum_of_available,CY,2016,,False,True
rail_inland_waterways_sum_of_available,CZ,2016,0.265,False,False
rail_inland_waterways_sum_of_available,DE,2016,0.295,False,False
rail_inland_waterways_sum_of_available,DK,2016,0.113,False,False
rail_inland_waterways_sum_of_available,EE,2016,0.429,False,False
rail_inland_waterways_sum_of_available,EL,2016,0.013,False,False
rail_inland_waterways_sum_of_available,ES,2016,0.053,False,False
rail_inland_waterways_sum_of_available,EU27_2020,2016,0.256,True,False
rail_inland_waterways_sum_of_available,EU28,2016,0.244,True,False
rail_inland_waterways_sum_of_available,FI,2016,0.271,False,False
rail_inland_waterways_sum_of_available,FR,2016,0.137,False,False
rail_inland_waterways_sum_of_available,HR,2016,0.266,False,False
rail_inland_waterways_sum_of_available,HU,2016,0.339,False,False
rail_inland_waterways_sum_of_available,IE,2016,0.009,False,False
rail_inland_waterways_sum_of_available,IT,2016,0.147,False,False
rail_inland_waterways_sum_of_available,LT,2016,0.650,False,False
rail_inland_waterways_sum_of_available,LU,2016,0.127,False,False
rail_inland_waterways_sum_of_available,LV,2016,0.766,False,False
rail_inland_waterways_sum_of_available,MT,2016,,False,True
rail_inland_waterways_sum_of_available,NL,2016,0.503,False,False
rail_inland_waterways_sum_of_available,NO,2016,0.130,False,False
rail_inland_waterways_sum_of_available,PL,2016,0.248,False,False
rail_inland_waterways_sum_of_available,PT,2016,0.145,False,False
rail_inland_waterways_sum_of_available,RO,2016,0.597,False,False
rail_inland_waterways_sum_of_available,SE,2016,0.295,False,False
rail_inland_waterways_sum_of_available,SI,2016,0.339,False,False
rail_inland_waterways_sum_of_available,SK,2016,0.383,False,False
rail_inland_waterways_sum_of_available,UK,2016,0.095,False,False
road,AT,2016,0.649,False,False
road,BE,2016,0.743,True,False
road,BG,2016,0.556,False,False
road,CH,2016,0.624,False,False
road,CY,2016,1.000,False,False
road,CZ,2016,0.735,False,False
road,DE,2016,0.705,False,False
road,DK,2016,0.887,False,False
road,EE,2016,0.571,False,False
road,EL,2016,0.987,False,False
road,ES,2016,0.947,False,False
road,EU27_2020,2016,0.744,True,False
road,EU28,2016,0.756,True,False
road,FI,2016,0.729,False,False
road,FR,2016,0.863,False,False
road,HR,2016,0.734,False,False
road,HU,2016,0.661,False,False
road,IE,2016,0.991,False,False
road,IT,2016,0.853,False,False
road,LT,2016,0.350,False,False
road,LU,2016,0.873,False,False
road,LV,2016,0.234,False,False
road,MT,2016,1.000,False,False
road,NL,2016,0.497,False,False
road,NO,2016,0.870,False,False
road,PL,2016,0.752,False,False
road,PT,2016,0.855,False,False
road,RO,2016,0.403,False,False
road,SE,2016,0.705,False,False
road,SI,2016,0.661,False,False
road,SK,2016,0.617,False,False
road,UK,2016,0.905,False,False
inland_waterways,AT,2017,0.029,False,False
inland_waterways,BE,2017,0.157,True,False
inland_waterways,BG,2017,0.248,False,False
inland_waterways,CH,2017,0.001,True,False
inland_waterways,CY,2017,,False,True
inland_waterways,CZ,2017,0.000,False,False
inland_waterways,DE,2017,0.086,False,False
inland_waterways,DK,2017,,False,True
inland_waterways,EE,2017,,False,True
inland_waterways,EL,2017,,False,True
inland_waterways,ES,2017,,False,True
inland_waterways,EU27_2020,2017,0.065,True,False
inland_waterways,EU28,2017,0.060,True,False
inland_waterways,FI,2017,0.003,True,False
inland_waterways,FR,2017,0.024,False,False
inland_waterways,HR,2017,0.063,False,False
inland_waterways,HU,2017,0.048,False,False
inland_waterways,IE,2017,,False,True
inland_waterways,IT,2017,0.000,False,False
inland_waterways,LT,2017,0.000,False,False
inland_waterways,LU,2017,0.062,False,False
inland_waterways,LV,2017,,False,True
inland_waterways,MT,2017,,False,True
inland_waterways,NL,2017,0.447,False,False
inland_waterways,NO,2017,,False,True
inland_waterways,PL,2017,0.001,False,False
inland_waterways,PT,2017,,False,True
inland_waterways,RO,2017,0.274,False,False
inland_waterways,SE,2017,0.000,False,False
inland_waterways,SI,2017,,False,True
inland_waterways,SK,2017,0.036,False,False
inland_waterways,UK,2017,0.001,False,False
rail,AT,2017,0.318,False,False
rail,BE,2017,0.107,True,False
rail,BG,2017,0.185,False,False
rail,CH,2017,0.348,True,False
rail,CY,2017,,False,True
rail,CZ,2017,0.269,False,False
rail,DE,2017,0.192,False,False
rail,DK,2017,0.115,False,False
rail,EE,2017,0.444,False,False
rail,EL,2017,0.018,False,False
rail,ES,2017,0.051,False,False
rail,EU27_2020,2017,0.183,True,False
rail,EU28,2017,0.177,True,False
rail,FI,2017,0.273,True,False
rail,FR,2017,0.105,False,False
rail,HR,2017,0.201,False,False
rail,HU,2017,0.324,False,False
rail,IE,2017,0.009,False,False
rail,IT,2017,0.136,False,False
rail,LT,2017,0.667,False,False
rail,LU,2017,0.068,False,False
rail,LV,2017,0.740,False,False
rail,MT,2017,,False,True
rail,NL,2017,0.059,False,False
rail,NO,2017,0.152,False,False
rail,PL,2017,0.239,False,False
rail,PT,2017,0.141,False,False
rail,RO,2017,0.302,False,False
rail,SE,2017,0.302,False,False
rail,SI,2017,0.355,False,False
rail,SK,2017,0.329,False,False
rail,UK,2017,0.096,False,False
rail_inland_waterways_sum_of_available,AT,2017,0.346,False,False
rail_inland_waterways_sum_of_available,BE,2017,0.264,True,False
rail_inland_waterways_sum_of_available,BG,2017,0.434,False,False
rail_inland_waterways_sum_of_available,CH,2017,0.349,True,False
rail_inland_waterways_sum_of_available,CY,2017,,False,True
rail_inland_waterways_sum_of_available,CZ,2017,0.269,False,False
rail_inland_waterways_sum_of_available,DE,2017,0.279,False,False
rail_inland_waterways_sum_of_available,DK,2017,0.115,False,False
rail_inland_waterways_sum_of_available,EE,2017,0.444,False,False
rail_inland_waterways_sum_of_available,EL,2017,0.018,False,False
rail_inland_waterways_sum_of_available,ES,2017,0.051,False,False
rail_inland_waterways_sum_of_available,EU27_2020,2017,0.248,True,False
rail_inland_waterways_sum_of_available,EU28,2017,0.237,True,False
rail_inland_waterways_sum_of_available,FI,2017,0.276,True,False
rail_inland_waterways_sum_of_available,FR,2017,0.128,False,False
rail_inland_waterways_sum_of_available,HR,2017,0.264,False,False
rail_inland_waterways_sum_of_available,HU,2017,0.373,False,False
rail_inland_waterways_sum_of_available,IE,2017,0.009,False,False
rail_inland_waterways_sum_of_available,IT,2017,0.136,False,False
rail_inland_waterways_sum_of_available,LT,2017,0.667,False,False
rail_inland_waterways_sum_of_available,LU,2017,0.130,False,False
rail_inland_waterways_sum_of_available,LV,2017,0.740,False,False
rail_inland_waterways_sum_of_available,MT,2017,,False,True
rail_inland_waterways_sum_of_available,NL,2017,0.506,False,False
rail_inland_waterways_sum_of_available,NO,2017,0.152,False,False
rail_inland_waterways_sum_of_available,PL,2017,0.240,False,False
rail_inland_waterways_sum_of_available,PT,2017,0.141,False,False
rail_inland_waterways_sum_of_available,RO,2017,0.576,False,False
rail_inland_waterways_sum_of_available,SE,2017,0.302,False,False
rail_inland_waterways_sum_of_available,SI,2017,0.355,False,False
rail_inland_waterways_sum_of_available,SK,2017,0.365,False,False
rail_inland_waterways_sum_of_available,UK,2017,0.096,False,False
road,AT,2017,0.654,False,False
road,BE,2017,0.736,True,False
road,BG,2017,0.566,False,False
road,CH,2017,0.651,True,False
road,CY,2017,1.000,False,False
road,CZ,2017,0.731,False,False
road,DE,2017,0.721,False,False
road,DK,2017,0.885,False,False
road,EE,2017,0.556,False,False
road,EL,2017,0.982,False,False
road,ES,2017,0.949,False,False
road,EU27_2020,2017,0.752,True,False
road,EU28,2017,0.763,True,False
road,FI,2017,0.724,True,False
road,FR,2017,0.872,False,False
road,HR,2017,0.736,False,False
road,HU,2017,0.627,False,False
road,IE,2017,0.991,False,False
road,IT,2017,0.864,False,False
road,LT,2017,0.333,False,False
road,LU,2017,0.870,False,False
road,LV,2017,0.260,False,False
road,MT,2017,1.000,False,False
road,NL,2017,0.494,False,False
road,NO,2017,0.848,False,False
road,PL,2017,0.760,False,False
road,PT,2017,0.859,False,False
road,RO,2017,0.424,False,False
road,SE,2017,0.698,False,False
road,SI,2017,0.645,False,False
road,SK,2017,0.635,False,False
road,UK,2017,0.904,False,False
inland_waterways,AT,2018,0.021,False,False
inland_waterways,BE,2018,0.161,True,False
inland_waterways,BG,2018,0.245,False,False
inland_waterways,CH,2018,0.001,True,False
inland_waterways,CY,2018,,False,True
inland_waterways,CZ,2018,0.000,False,False
inland_waterways,DE,2018,0.074,False,False
inland_waterways,DK,2018,,False,True
inland_waterways,EE,2018,,False,True
inland_waterways,EL,2018,,False,True
inland_waterways,ES,2018,,False,True
inland_waterways,EU27_2020,2018,0.060,True,False
inland_waterways,EU28,2018,0.055,True,False
inland_waterways,FI,2018,0.004,True,False
inland_waterways,FR,2018,0.023,False,False
inland_waterways,HR,2018,0.052,False,False
inland_waterways,HU,2018,0.041,False,False
inland_waterways,IE,2018,,False,True
inland_waterways,IT,2018,0.000,False,False
inland_waterways,LT,2018,0.000,False,False
inland_waterways,LU,2018,0.075,False,False
inland_waterways,LV,2018,,False,True
inland_waterways,MT,2018,,False,True
inland_waterways,NL,2018,0.432,False,False
inland_waterways,NO,2018,,False,True
inland_waterways,PL,2018,0.001,False,False
inland_waterways,PT,2018,,False,True
inland_waterways,RO,2018,0.271,False,False
inland_waterways,SE,2018,0.000,False,False
inland_waterways,SI,2018,,False,True
inland_waterways,SK,2018,0.030,False,False
inland_waterways,UK,2018,0.001,False,False
rail,AT,2018,0.315,False,False
rail,BE,2018,0.117,True,False
rail,BG,2018,0.193,False,False
rail,CH,2018,0.347,True,False
rail,CY,2018,,False,True
rail,CZ,2018,0.276,False,False
rail,DE,2018,0.198,False,False
rail,DK,2018,0.118,False,False
rail,EE,2018,0.462,False,False
rail,EL,2018,0.021,False,False
rail,ES,2018,0.050,False,False
rail,EU27_2020,2018,0.187,True,False
rail,EU28,2018,0.180,True,False
rail,FI,2018,0.290,True,False
rail,FR,2018,0.099,False,False
rail,HR,2018,0.212,False,False
rail,HU,2018,0.270,False,False
rail,IE,2018,0.008,False,False
rail,IT,2018,0.131,False,False
rail,LT,2018,0.679,False,False
rail,LU,2018,0.082,False,False
rail,LV,2018,0.758,False,False
rail,MT,2018,,False,True
rail,NL,2018,0.064,False,False
rail,NO,2018,0.155,False,False
rail,PL,2018,0.268,False,False
rail,PT,2018,0.142,False,False
rail,RO,2018,0.289,False,False
rail,SE,2018,0.311,False,False
rail,SI,2018,0.353,False,False
rail,SK,2018,0.326,False,False
rail,UK,2018,0.094,False,False
rail_inland_waterways_sum_of_available,AT,2018,0.337,False,False
rail_inland_waterways_sum_of_available,BE,2018,0.279,True,False
rail_inland_waterways_sum_of_available,BG,2018,0.438,False,False
rail_inland_waterways_sum_of_available,CH,2018,0.348,True,False
rail_inland_waterways_sum_of_available,CY,2018,,False,True
rail_inland_waterways_sum_of_available,CZ,2018,0.276,False,False
rail_inland_waterways_sum_of_available,DE,2018,0.272,False,False
rail_inland_waterways_sum_of_available,DK,2018,0.118,False,False
rail_inland_waterways_sum_of_available,EE,2018,0.462,False,False
rail_inland_waterways_sum_of_available,EL,2018,0.021,False,False
rail_inland_waterways_sum_of_available,ES,2018,0.050,False,False
rail_inland_waterways_sum_of_available,EU27_2020,2018,0.247,True,False
rail_inland_waterways_sum_of_available,EU28,2018,0.235,True,False
rail_inland_waterways_sum_of_available,FI,2018,0.293,True,False
rail_inland_waterways_sum_of_available,FR,2018,0.122,False,False
rail_inland_waterways_sum_of_available,HR,2018,0.264,False,False
rail_inland_waterways_sum_of_available,HU,2018,0.311,False,False
rail_inland_waterways_sum_of_available,IE,2018,0.008,False,False
rail_inland_waterways_sum_of_available,IT,2018,0.132,False,False
rail_inland_waterways_sum_of_available,LT,2018,0.679,False,False
rail_inland_waterways_sum_of_available,LU,2018,0.157,False,False
rail_inland_waterways_sum_of_available,LV,2018,0.758,False,False
rail_inland_waterways_sum_of_available,MT,2018,,False,True
rail_inland_waterways_sum_of_available,NL,2018,0.496,False,False
rail_inland_waterways_sum_of_available,NO,2018,0.155,False,False
rail_inland_waterways_sum_of_available,PL,2018,0.269,False,False
rail_inland_waterways_sum_of_available,PT,2018,0.142,False,False
rail_inland_waterways_sum_of_available,RO,2018,0.560,False,False
rail_inland_waterways_sum_of_available,SE,2018,0.311,False,False
rail_inland_waterways_sum_of_available,SI,2018,0.353,False,False
rail_inland_waterways_sum_of_available,SK,2018,0.356,False,False
rail_inland_waterways_sum_of_available,UK,2018,0.095,False,False
road,AT,2018,0.663,False,False
road,BE,2018,0.721,True,False
road,BG,2018,0.562,False,False
road,CH,2018,0.652,True,False
road,CY,2018,1.000,False,False
road,CZ,2018,0.724,False,False
road,DE,2018,0.728,False,False
road,DK,2018,0.882,False,False
road,EE,2018,0.538,False,False
road,EL,2018,0.979,False,False
road,ES,2018,0.950,False,False
road,EU27_2020,2018,0.753,True,False
road,EU28,2018,0.765,True,False
road,FI,2018,0.707,True,False
road,FR,2018,0.878,False,False
road,HR,2018,0.736,False,False
road,HU,2018,0.689,False,False
road,IE,2018,0.992,False,False
road,IT,2018,0.868,False,False
road,LT,2018,0.321,False,False
road,LU,2018,0.843,False,False
road,LV,2018,0.242,False,False
road,MT,2018,1.000,False,False
road,NL,2018,0.504,False,False
road,NO,2018,0.845,False,False
road,PL,2018,0.731,False,False
road,PT,2018,0.858,False,False
road,RO,2018,0.440,False,False
road,SE,2018,0.689,False,False
road,SI,2018,0.647,False,False
road,SK,2018,0.644,False,False
road,UK,2018,0.905,False,False
